x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,y,id
0.693591292,4.038304659,-9.433346083,0.353391784,0.739314402,4.317243451,0.360097998,37.56485311,3.336454605,1.701400831,0.515653433,2.553535539,-2.060956344,-4.730402379,1.042175022,-2.899539983,8.086255764,-7.94379376,0.376511209,15.12201918,2.469236782,4.712591862,15.89909503,7.658644383,-8.484295339,-37.3716127,11
0.544974836,8.67541061,8.750519874,0.931487117,2.11970658,5.608908816,0.708134204,0.744263339,1.472808991,1.229152543,0.509956327,-0.250179707,-0.424256529,0.084926543,18.97156407,4.267389709,4.263688248,8.297966611,1.683825702,4.720813038,1.889300456,1.123474974,24.54941664,14.46257657,-13.0562123,122.7677741,12
0.282733584,0.633672026,6.5222893,0.676712713,0.204542577,5.407691095,0.132880597,12.59870119,1.795670426,-4.302279985,0.877534755,-0.669303134,6.626162582,2.917334264,-3.668715254,4.157186493,0.662766344,5.799805548,1.676250107,-23.58367705,0.60596843,-0.10439834,-25.95861914,-20.78590416,15.88518617,-12.66784349,13
0.923433484,6.840599095,-6.266428749,0.35031524,1.935399157,5.148613671,0.088164427,58.80061758,1.846926411,-3.273382359,-0.30515938,-3.228228703,2.723729376,0.486107472,-8.61805182,0.896283736,6.772621772,-6.194449125,-0.948708028,16.72064092,-0.844427937,-0.213208277,8.833606409,10.88038599,2.288148565,16.26080747,14
0.29231584,6.885817845,-1.776255826,0.103627557,3.480332879,7.722878494,0.690024046,19.5249968,0.326209568,-9.520853829,-0.998621027,-2.496166749,-3.360025281,-1.850977487,5.78225191,-1.569650483,9.141884607,-0.18050269,-0.214294742,-20.48123863,-2.365667579,1.543999534,-15.60637481,-23.55509586,1.591421978,128.0202313,15
0.837295628,3.139779642,-2.488163617,0.357163142,3.692087388,9.036581311,0.160582769,11.59207763,1.611072464,2.469243046,0.779717443,3.456385899,-2.944894313,-2.60196306,-3.512581198,-2.693240779,4.573468531,-2.744608648,-1.1697362,-1.428306635,2.324728151,7.682957207,-5.925405298,-3.693503095,23.09735704,169.5435047,16
0.286223285,6.385192694,-4.995721998,0.2989353,1.639071068,7.535453524,0.084634838,0.858820439,3.042796684,-5.028371899,-0.202455829,4.596588373,-4.811378622,5.589966135,9.265964079,4.767648552,5.42536893,-7.366960205,2.624193262,12.70182564,-0.529094902,7.425857035,21.90004273,1.451524606,0.401157101,-38.17658295,17
0.26682078,6.412362831,4.594751121,0.931865555,1.827856718,5.245822416,0.34418718,20.24003658,2.813233976,-1.524689411,0.057692655,-0.782658605,-0.98173817,-2.736957013,-3.560463651,1.595689886,8.515726751,2.722095815,1.149517973,9.422495764,0.061984063,0.102306218,5.859780245,17.95256887,-3.162782243,87.13435477,18
0.18672279,4.929684666,3.442492108,0.288827182,0.164716697,8.951741779,0.710966395,80.76439316,1.67418805,-1.256868515,-0.784453935,-0.638978724,-0.674827726,3.929861095,-1.973221052,3.231590397,6.93381014,3.943938525,1.399946685,1.942188496,-1.973120936,-1.293757725,0.555151744,5.262692194,8.845694313,-47.5763208,19
0.232225911,8.560004102,-4.169823308,0.286704182,4.538506469,6.285890987,0.948033222,23.35344311,1.737269135,-0.718200281,-2.304778547,-2.596945342,2.284438162,-1.700012836,9.303469796,2.664177894,8.719451392,-2.693207746,-1.425531097,-13.32793627,-2.294514042,0.426170635,-1.832059166,-18.57637703,-4.17050726,138.0598522,20
0.316612455,1.453584335,7.996718087,0.354038963,1.03075742,8.025411194,0.315376185,69.2632348,2.429379964,1.142088202,0.705845185,1.684819516,3.487006281,8.099531025,-5.830679841,-1.757937361,-1.563355588,6.97751446,0.379796235,-21.7981193,0.29855613,3.805878696,-28.48011361,-8.152835474,16.69772203,121.6535477,21
0.302693371,4.213213506,7.130409973,0.881332291,4.498544515,5.095694126,0.042417772,35.75293142,0.011140818,-2.611681431,0.285270289,0.127593091,1.227517922,-3.605480373,-17.68757188,4.296322006,3.211450637,11.91306388,-0.204960738,-4.131614271,1.078171257,2.330788374,-24.32973497,6.019789751,-8.645262678,81.06394243,22
0.159046003,2.007585925,8.824476087,0.272788872,0.79908588,8.051634073,0.889313197,59.61737263,3.331401021,-7.896195851,-0.185219169,-0.742698292,0.381358267,-2.377832304,5.187130105,4.454963158,3.772491161,7.994322745,-1.51745788,19.63851029,0.53357911,-0.882747565,23.47017805,29.25078707,-6.478124727,37.13328454,23
0.039995918,9.788739586,-9.300003978,0.919631339,3.513505622,9.143474507,0.725548486,96.24362353,2.822557504,-0.30763387,-1.532856774,-2.634506711,-4.076876836,2.625678602,15.71939043,1.682644386,11.29288163,-7.537494578,0.01824104,13.48692171,-2.43935336,1.288448818,28.11903628,5.196588858,-2.368777815,45.41849902,24
0.218799541,4.949632038,-7.700726553,0.885536423,3.084425606,5.008037375,0.837564143,54.81108346,3.017123689,2.588549276,0.033003277,1.973201291,-0.189953228,-3.990277301,-0.795733735,4.653566644,8.210983696,-7.300443451,0.818045712,-4.080950799,0.200255996,4.812519408,-3.946058327,-14.54583914,11.47878833,92.63909524,25
0.810598552,3.744674062,8.092194139,0.94265505,4.443488594,4.680977989,0.541033864,96.92037117,1.942047426,0.04951126,-0.689865477,0.281367185,-2.561209331,-2.071425977,2.158319674,-2.495042288,5.139910334,11.74945317,0.871559508,17.3062984,-0.342863786,4.740679868,15.76967988,32.77903597,-5.16568469,68.65781332,26
0.525697547,8.503906103,-3.383925711,0.779015716,3.556892755,4.772316689,0.943312308,65.41267643,0.077794556,-3.571996591,-0.660371007,0.944089504,-1.400779938,2.926331801,-2.751988404,2.764259075,8.340353095,-5.957530912,0.160927515,24.58846024,0.219429391,5.536132683,23.16019688,16.49211358,22.43641058,22.59736661,27
0.914658166,6.944008619,-4.087935612,0.430765833,4.317370679,9.817416088,0.719215001,30.68561305,1.111840518,-9.292803229,0.888860639,0.048914146,2.172265396,4.149028493,10.35006924,-2.219205009,6.388849473,-3.806301934,0.500016518,19.69344351,1.396707203,3.625698401,28.10852907,7.149259176,-11.69788107,86.16669967,28
0.831345047,3.577581258,1.163797583,0.594195581,0.50724619,5.644865,0.2997196,26.21970375,0.061934328,-0.716006966,0.878608947,2.246075254,2.333424371,1.365373512,5.982490114,-1.113173593,3.093635942,1.784441729,1.584358531,29.14129298,0.818209993,4.609737492,35.34738134,25.55026485,4.58148242,29.135002,29
0.045770263,3.736045025,-7.258364591,0.024414825,2.465365968,7.823909842,0.259937384,98.02240259,0.396677597,0.783772354,0.366984772,-0.25997406,5.581759942,1.648706554,-7.862071886,0.020424038,3.030380982,-7.700594717,-0.698743856,-14.26741329,-0.031542068,0.14945982,-22.94319573,-17.44362069,-9.275800714,142.313596,30
0.456091482,1.917543861,0.526373582,0.078530122,4.236677665,4.227663398,0.978125078,9.130465123,3.823136262,-6.444654828,-0.30501675,0.886499834,2.844474859,-0.572643232,7.277817717,10.31788918,0.546155115,1.308860145,-2.481025117,-7.844099055,-0.112860109,3.912110502,-1.760529268,-6.252620349,18.23653813,174.1586228,31
0.265186672,7.824913366,0.699125119,0.633084589,2.371203173,7.264837577,0.646273631,75.47638747,3.181984356,-1.816189202,0.084386985,0.74128934,-0.79298601,-1.971071483,4.173762157,-3.577903702,4.829339313,0.436539025,0.93585388,7.852315788,0.91103845,3.020373003,15.43624041,12.01501023,10.88215217,116.0142396,32
0.304672203,0.03423417,-3.437062786,0.998325662,3.398056556,6.780775374,0.231447189,52.20796813,0.525445553,1.70813106,-0.317787011,-1.067452517,3.2112788,0.221167538,-8.790815833,0.829356955,0.142707806,-5.538537028,0.857653018,11.4079374,-1.181884823,2.948947877,5.472489684,15.49791002,20.39504054,47.91043803,33
0.50730687,9.310218939,-0.356099056,0.209497768,0.628713528,4.623213142,0.920770925,21.06757632,0.497735834,-2.067809311,-0.882748434,-1.168274963,2.429389018,-12.72121617,0.085868886,4.249996661,10.14174026,-4.215621655,1.608361008,12.81325114,-2.573483149,0.239190533,13.23332994,10.28392475,2.929974128,92.17610027,34
0.181096208,6.894351253,-9.808250628,0.825112488,2.96237902,6.448156123,0.109232055,30.92584354,0.642507548,1.819965572,-0.420131847,-3.734637187,-1.174833775,2.531101664,-4.200668385,-5.438458798,7.11485504,-8.869320032,0.660724011,-9.553147323,-0.543620834,-2.007510289,-16.22639127,-18.70179175,-16.88416363,134.9984819,35
0.759670635,2.527521723,-1.289264876,0.385581434,1.498214605,7.299779885,0.810048104,86.89635615,3.610157515,-8.576698464,0.211772323,2.642722685,1.794157862,0.209301565,-16.75978479,-6.915241831,3.943673906,-0.445466205,0.032687061,-3.261280792,0.261899786,5.500098071,-21.39198488,-9.652657462,-6.316949412,80.09301397,36
0.201248038,6.654342664,-2.192811519,0.891377026,3.02140142,5.823624672,0.547097823,67.69257602,0.527156339,-6.243359125,0.178742568,-2.206894873,1.664485522,-6.232918342,2.027066876,3.258311931,6.876481727,-4.197665322,0.698268262,-53.26937624,-0.469000417,0.768600118,-53.89207056,-54.11109543,-3.360464255,-60.54406561,37
0.258809819,4.76809311,-2.822318738,0.89378647,4.732952249,4.781403147,0.041405445,97.07933345,0.806621647,0.492034518,0.15991106,-2.182518314,-5.136798227,3.240993606,-4.032841031,-5.553257164,5.623556416,-5.035923048,-0.415206749,25.45455656,2.242115547,1.497354712,21.22313909,20.71416151,-8.076859298,126.9134678,38
0.992150418,9.047651489,-7.627163767,0.029286498,3.336409386,7.441697785,0.681541907,75.34767173,1.097718752,-6.92166918,2.34022278,-0.581932971,-1.914832757,1.126059489,1.538122215,9.080524146,6.015294091,-7.106113336,-0.093027505,2.463656102,2.639169671,2.496386516,0.034770385,-8.3990734,-10.01414985,-13.82147768,39
0.80735234,3.05509669,2.020272724,0.930968592,3.739437456,5.192569195,0.006329085,80.16821488,0.211100066,0.851978126,-2.08364389,-1.120806755,-0.599094425,-1.756362506,1.833007667,2.111244882,10.17874745,4.177227217,-0.283149801,-18.94302421,-2.261417899,3.417097262,-12.86475488,-16.79109813,5.524506136,77.12787451,40
0.553333591,9.287742388,0.264253155,0.411903461,4.173892756,4.456755133,0.896416677,11.9371871,1.0295967,-7.089042703,-1.658746631,1.805962684,-4.061202403,2.372940608,-7.65168433,-6.09548649,5.205986604,-3.404582577,2.444157653,-14.54507645,-0.487217053,5.700857077,-25.73391451,-14.75919447,4.829661895,59.84910865,41
0.646406094,2.610776615,1.753630843,0.03237564,0.988313006,6.605116051,0.697088952,16.58576969,0.978492559,0.379610022,0.586514203,0.163860718,-4.016116931,3.254083024,-14.40617655,2.986439216,3.659868446,3.28763998,0.499574444,-4.246663679,1.358032487,2.161195343,-17.8413615,-11.53737727,21.60062137,-15.6806337,42
0.311824307,4.431229506,-5.978103471,0.778794288,1.491677109,4.172833558,0.693210013,5.949969986,0.99984781,2.241047326,-0.008382159,1.292866339,2.777074602,5.326374307,-8.934609201,-8.102590404,3.440625657,-6.914547067,-1.330742117,-4.759045586,0.696301598,4.142142377,-14.70010708,-14.71474861,-6.461443412,25.34698435,43
0.621819198,7.076448167,9.567196025,0.936081313,0.539653148,9.294662503,0.348952417,45.96321133,1.088991737,-6.985453882,0.263408012,-1.217646376,-8.334239722,0.573595911,-2.536967985,-3.348348892,0.406894363,9.887100476,0.583581534,3.870971926,0.57761469,-0.227384601,-0.694034586,21.05791183,2.452483758,-22.66568926,44
0.329770176,9.029445662,-0.936241872,0.650974836,2.591263051,8.296483493,0.218748237,89.80804647,0.658703582,-0.850140747,-0.861975615,-3.237870532,1.195373526,-2.851591927,-1.86511486,-8.463533277,8.236609749,-0.510873659,-0.47285438,-0.674218411,-1.535971849,-2.625451795,-0.878580893,-8.591432974,-10.98582568,13.43232614,45
0.501997473,5.13123112,9.613310196,0.457767817,4.85210249,4.783683414,0.824455554,39.58729792,1.392930686,-0.144210506,-1.8264616,1.90015201,2.561387393,1.25408326,8.782877579,-0.5896229,2.854889712,8.886100265,0.230136869,29.62630061,-1.271606711,5.416438272,38.68040605,40.76901328,8.559975193,159.5607467,46
0.677094527,5.005240317,-5.416233456,0.728781871,4.987012706,4.98774944,0.816140908,11.59301249,3.703666599,-2.42182198,0.157684693,-1.797196609,0.77545619,1.316098981,2.068214604,2.820625596,3.262292308,-6.159196318,1.476405018,29.77609963,-0.032296529,4.230138766,31.32253664,18.55603851,13.75591227,105.1378093,47
0.484991239,0.497917079,-2.779116444,0.481431702,1.529330335,8.574374372,0.028525989,18.810859,2.531685977,-6.931950908,0.45782809,2.234901641,-0.85731862,-0.212110261,15.23370442,-8.625882611,1.515071187,-4.520194878,-0.659947055,-31.52787631,0.863674234,3.144052781,-19.09081497,-34.76806452,-1.779475512,-67.3819966,48
0.243928827,2.493901576,-3.169810367,0.722578493,0.691487546,5.142313645,0.187777185,12.39553306,3.321539828,0.913716247,-1.81147771,0.58375737,2.075313177,-2.699426815,-4.694817694,3.003208029,1.673078817,0.367434734,2.261220724,49.26284875,-1.638286054,-0.038904502,41.63758414,41.26762433,7.65476645,16.48131326,49
0.765459788,7.884810544,0.972677567,0.630069607,2.279061852,6.116849484,0.357891038,20.29334067,0.951806027,-1.474732988,1.169924151,-2.63240644,2.425376392,-0.816859116,10.07937673,5.856977037,8.864647958,3.817067152,-0.430098479,-2.937322132,2.092283903,-0.680937562,8.138865391,0.804366466,-3.72931914,-9.915564874,50
0.07377988,1.98164243,-2.943990994,0.331730134,3.080835617,5.968425549,0.87566599,50.06651434,2.984597348,-6.15788339,1.363036554,0.079714677,3.338925157,3.01324143,0.808347615,1.341209295,2.869406686,-1.428340342,0.73246937,17.47434581,3.007246336,4.58687269,18.59467117,22.58780267,-11.72405832,140.2713768,51
0.309686602,8.810928396,1.769828973,0.624294904,4.102265829,7.387809695,0.484163405,90.5626507,2.151473038,-8.224020489,-0.248942774,-0.94703268,-4.143476088,5.400387102,7.748434892,9.360840057,6.401702025,0.354765974,0.778787088,-42.28263648,1.510800341,3.156952663,-36.45987999,-43.74477555,-0.871599175,51.14781875,52
0.717271743,3.643177894,8.159430171,0.40099601,0.376110267,5.316207365,0.64892222,8.611042588,1.139171728,-4.87431904,1.099364462,-0.986646854,-3.409955893,-0.464921864,6.942586782,-2.718801478,6.910690624,7.782934324,1.309725195,16.18121601,0.194027211,-1.018486761,25.84861431,25.64481448,15.3035125,120.9045768,53
0.504545912,2.699499757,-1.241551526,0.102817068,1.084865179,5.129770305,0.587996608,51.78822177,0.894850594,-6.212896982,-0.107551493,-2.155069406,0.015274325,-1.671151743,-2.258814157,-3.638647005,-2.941815256,-1.998374393,0.15306196,3.953138611,0.486508351,-1.312074013,2.473628958,3.384427602,-2.890282621,-14.01343319,54
0.152998959,5.89974527,5.262780096,0.177153003,2.921841451,9.345378609,0.618967906,64.51105457,1.270278662,0.706246396,0.089433924,-0.361352968,1.909265571,-3.442380714,6.314477424,2.41855902,6.255747577,1.658849076,-3.060774748,-13.36351214,2.581319332,2.632573374,-7.260366009,-7.261666601,-5.704802736,155.0278547,55
0.503933488,1.654505827,7.183013093,0.342947133,4.657320889,5.76116233,0.043928333,13.87546705,0.613221954,-8.599876881,0.60632732,1.875841039,0.199563084,1.445443407,6.37539258,0.229501816,2.724864672,6.26303302,-0.06861478,6.916656822,1.628395997,4.897340958,13.63081366,15.76841539,17.06860934,230.7733511,56
0.493960923,4.890697831,-1.836865884,0.861577875,4.176050535,9.088261831,0.193129754,22.4893301,1.283325934,-9.225395052,-0.080475464,-0.181849642,-0.729508197,3.599361777,-8.109011951,5.956527897,0.065079892,-2.623560833,1.696418625,6.355143875,-0.105850188,3.102621799,-3.140349909,0.091421312,15.12815889,160.827624,57
0.751200197,9.633836467,1.362536624,0.515084463,4.408840496,8.816808285,0.48142407,43.354206,3.270951103,-0.805102968,0.810892129,-1.801352884,-1.503111967,-2.617714977,9.973618698,0.356242451,8.791986384,5.200870969,-0.231119002,11.70643879,2.138675036,2.172843153,25.0262871,17.42899513,0.412850786,28.90558,58
0.174649824,5.796029316,-7.798866932,0.025950179,0.046498741,7.119880022,0.258227794,90.79775321,1.943602291,-0.352342645,-0.520685307,-0.658385466,-2.360723616,4.516195816,-2.054915403,2.817107748,3.974517771,-11.10392058,0.227961556,33.19952375,0.477045769,-0.197824845,32.82217879,21.65356086,-10.33652701,56.77759004,59
0.84839241,7.90797899,1.623007278,0.834732032,1.935263318,9.926856061,0.901581989,19.67527668,0.440743056,-1.404978957,-1.311726827,-0.818640918,2.94370692,-3.098710231,7.332135958,4.260131478,11.87072182,-0.358707985,1.358504037,-11.12711102,1.435685031,-0.01624562,-6.962807365,-3.023861587,4.858474735,52.03463923,60
0.864833832,5.788462015,7.05148526,0.389500771,1.397179984,6.500108282,0.86113803,5.981123005,1.24393035,-9.150746123,0.139268967,-0.113812374,6.812045613,-3.793803844,12.11111747,0.813169735,1.793030431,6.20012031,0.719191311,-23.94251834,0.120883113,0.745362017,-6.835858828,-23.91175511,-10.5456935,21.96771572,61
0.041857275,5.418746388,1.023010588,0.28042701,0.166736454,8.577395736,0.412513205,71.19614531,1.077754425,0.986391379,2.050281328,-2.552059882,-0.910942119,-0.179243839,-4.400522722,0.204502681,7.671200024,3.566626859,0.914764455,-11.50572586,2.321354019,-1.652288336,-17.5959952,-10.16275551,0.423998656,15.23262822,62
0.317182155,7.62571682,-8.491134858,0.791626436,4.939489797,5.619492465,0.66491993,76.65298926,3.674987076,-7.485388846,0.408030145,-0.055185499,2.414421077,1.815009586,-8.284186391,-1.419889247,7.13849167,-10.01694017,1.963649674,20.77999191,1.668696993,4.631284933,7.53189067,20.37639078,3.647442043,157.8441515,63
0.013749939,1.422553509,-5.332045015,0.504535503,1.303008966,6.791582366,0.226528143,69.28584287,3.397012502,-7.165565247,0.205003351,-1.914972251,3.19178879,6.685095438,12.63298905,-5.27565886,5.430178691,-5.802105004,0.239074658,-12.01777269,2.471581332,-0.71067528,0.437515062,-18.49702841,-7.543778581,39.91040873,64
0.239025727,3.923567436,-7.629803233,0.417730175,1.097295868,9.041446549,0.307754974,34.29394322,0.610306017,-1.732500697,-2.252868719,2.137119255,-0.114441946,5.906078792,-9.679908108,-3.055530092,12.45000554,-3.026901188,0.97437821,-20.58542623,-1.53687917,4.334133798,-27.29634897,-34.48344389,-5.906128903,22.19159709,65
0.706494617,8.037082676,9.210438915,0.243640793,0.913018454,6.852613042,0.698306667,96.82517655,1.908119138,-6.481386815,-0.565403743,-0.335195302,2.431260198,-1.382612905,-8.43167595,1.060371813,6.397528388,7.299493378,0.851380049,-27.68292499,0.141595051,1.155510336,-34.92445987,-28.61379897,-7.57669587,63.89103464,66
0.308094757,9.490118893,-5.623719417,0.926576277,0.386356523,7.56732099,0.594922129,98.17651422,2.299928325,-4.459593399,0.950213556,-0.827542494,-1.625239702,2.706368651,3.065873017,-0.575756172,12.50525177,-5.186471316,0.573223093,-41.32835148,2.366394784,-0.58709726,-40.76049262,-46.56405914,-2.812749496,22.39199655,67
0.508547566,0.384521855,-2.501224075,0.580275065,3.972834066,9.094167987,0.887159767,17.06311235,1.728454594,-8.368514397,-0.372804808,-3.094860248,1.934520079,2.294602264,4.496735772,-1.770589593,1.075803801,-6.087899217,1.235385392,9.696904027,-0.831062197,0.325572515,14.27596311,9.777560035,-9.610813677,178.9389704,68
0.051646619,6.691959014,-6.691053878,0.799964148,3.382025062,7.505600717,0.931190958,32.87555454,3.055318563,-0.585478036,-0.149212643,3.015713578,-0.997614564,-0.581462988,2.946815202,2.575298553,8.011433587,-6.690293866,2.67339583,21.98402596,-0.885317276,6.926562547,23.69924802,12.02125711,1.81991378,4.795166808,69
0.56456984,1.630832634,-9.034526432,0.349179653,0.354610963,4.409173192,0.86288423,25.38597859,2.892343422,-4.993714049,-0.092217694,0.550007259,-5.035328569,0.211620857,2.421294142,-4.533488086,4.039598762,-5.781104169,-0.103045535,7.559736751,-0.25604805,1.022327044,9.677665574,-2.345355029,12.99563915,3.196170844,70
0.121480187,1.163297927,-6.338229873,0.193316975,1.174198332,4.403724007,0.341542036,14.75812255,2.012392837,-8.20290413,-0.57449662,0.553469627,-3.534217959,-2.415471529,20.47458499,0.49516345,0.517786005,-9.141120726,-1.366712936,-13.33218094,-1.301356809,1.28348282,9.178501859,-22.73218444,-28.78566446,39.00942314,71
0.892836382,1.324230712,-8.056662269,0.417926222,3.727006975,6.532410751,0.851431882,13.77618453,0.900450825,-3.958617577,-1.96122664,-1.20305484,-1.647300209,-3.109250876,1.558321617,0.506788884,-2.340887566,-7.112283907,-0.393089614,27.83601759,-0.680563419,2.663237192,30.43697359,22.19523882,-3.427270792,58.50545846,72
0.014627256,3.910245097,8.019767851,0.476126482,4.655308301,8.859669551,0.044510925,28.19875181,3.974555629,-5.421270107,0.971325375,-0.175003147,4.158421236,-3.280286854,-6.714180033,2.265543159,8.77104373,7.140897602,0.051500598,11.50985062,0.641893114,4.142938328,5.76283459,26.15267388,-17.19758713,286.7569874,73
0.783121104,2.157433413,-6.374930893,0.108395307,2.560803887,5.899507411,0.805938787,65.91523376,0.035508724,-5.4451072,-0.713199115,-1.626762258,4.333721578,1.222903596,-6.315070092,-2.893294942,-1.108282737,-3.901336004,-0.615794418,1.388953896,1.160681625,-0.41762517,-7.344706655,-5.35201441,2.355823773,113.0374484,74
0.089961333,6.970319576,-0.845665019,0.504600167,4.301922977,5.638651046,0.732202789,51.99066398,1.729578234,-4.191881676,-1.513179454,1.877235303,0.639040202,3.065646409,-9.845992228,-0.151133239,4.220146825,-2.047479836,0.699620778,13.63585318,-0.358769005,6.388290671,5.360271512,6.076849079,12.89019502,83.46288192,75
0.519189981,1.571268495,6.195280994,0.376299018,0.483930631,7.087849375,0.685012187,66.0743549,3.115512045,-9.821134595,-0.687123938,0.404668775,1.481979844,4.542165339,-1.308372832,2.198186563,4.474561139,4.213590459,0.437255719,-13.79585188,0.832976951,2.025328519,-14.07144033,-4.876921178,-12.6778898,-33.59944382,76
0.384266688,3.405159838,-5.259289616,0.606078042,3.940373091,7.801800765,0.521184381,41.27065935,0.301661554,-1.997454128,0.011839541,2.419955086,-2.781657181,5.129831076,-6.636047147,-3.358125036,5.746769616,-6.128701553,1.798938536,0.382111895,0.746814031,5.724836795,-3.559329582,-7.453835852,-0.105278121,132.5439526,77
0.070052497,3.331249733,2.65119947,0.622590514,3.581664343,8.44221096,0.513342185,53.08800424,3.628492226,-3.131245906,-0.116434979,1.475464986,-6.235087015,1.054338,-0.336266499,-8.828234525,0.496395133,4.176677664,2.524779076,-16.95887306,-1.301874195,4.353525414,-17.49385449,-12.77282451,-2.861897823,29.48749289,78
0.320644422,6.349509573,4.98239439,0.298693969,0.38523704,7.118938042,0.235055454,25.17800408,0.840363525,-7.250450721,-0.042227502,0.928217901,-0.459010132,3.481757944,-6.158718388,-4.45231192,9.857252808,2.805449699,-0.556353069,17.55106444,0.733001207,1.824059207,12.64101276,24.59773553,-2.722832501,39.77486607,79
0.668495397,4.057082145,-4.272002364,0.914626398,4.9706901,9.758685805,0.529392263,13.20179293,2.924634349,-0.584841482,0.76229584,-3.222798767,-0.096910624,1.237594186,11.05119296,0.488579643,8.93258528,-1.287020438,1.876307295,1.532767921,0.716976754,0.762077111,14.43621941,-1.106341455,17.39561263,251.7865735,80
0.926400476,6.679994916,1.566682798,0.268593012,3.201393466,9.437114518,0.246395992,46.09583037,3.357579337,2.862684116,-0.726095094,2.190744755,-0.543549781,1.736390459,7.46338325,5.893233575,9.448040865,2.515580572,-1.001170785,-28.62655186,0.267636041,3.63445584,-20.66634727,-26.08092628,4.360737514,36.66336311,81
0.471909721,9.950769471,-9.459095555,0.676698096,3.768847691,9.598137962,0.57587538,95.77792969,1.632958242,-4.914377088,-0.067797247,-1.964005827,-2.950535945,1.639094845,-2.14298633,6.104567933,10.6080797,-10.56047043,0.943487896,-14.05506384,-0.338639938,2.840940111,-18.96349643,-19.07332069,-6.407642437,55.26422807,82
0.142615343,9.037941387,-7.775717839,0.396517132,3.242404719,9.468429307,0.540652594,56.19231423,3.641684889,-7.984566402,-1.261079203,0.083255866,-4.051115734,-1.626424055,10.8279573,3.793747915,8.911310402,-9.600670035,-0.716126715,16.81030923,-1.016483159,2.413293343,23.05590749,7.164181985,-8.954176761,151.2047874,83
